severity,category,issue,details,recommendation,source
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 6°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251109121129_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2688°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 207 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 17°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 78°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 42°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214826_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2375°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 14 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 83°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 36°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003155_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2455°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 6 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±57 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 326 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±328 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 15 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 59°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 4°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220141425_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 3286°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 199 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 24°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 3°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251209204039_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2758°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 304 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 18°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 7°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 6°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107134353 startup_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2811°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 63 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±55 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±148 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 18 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 16 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 36°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224000952_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2451°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 317 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 67°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170557_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2668°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 17 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 16 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 15 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 82°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 7°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 61°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120115005_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 5319°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 1579 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 22°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 75°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103172406 ac_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2430°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 7 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 81°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107141822_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107141822_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260107141822_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 13°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 9°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103165921_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2722°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 79 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 74°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171123_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2347°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 6 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201204423_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2367°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 67 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 34°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 10°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170104_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2177°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 94 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 15°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 60°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251107210711_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2810°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 6 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 5°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201175704_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 3233°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 130 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 15°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 30 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 21 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 62°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 42°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: -10°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135141_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 4126°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 2826 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 22°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 37°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 18°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201202950_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2472°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 260 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251201202950_clean.csv
